Country,Adults (Thousands),Mean Wealth per Adult,Median Wealth per Adult,"Under 10,000","10,000-100,000","100,000-1 Million",Over 1 Million,wealthGini,incomeGini,Date,Year,GDP in TOT as MLN_USD,GDP in TOT as USD_CAP,INCOMEINEQ in P50P10 as RT,INCOMEINEQ in P90P10 as RT,INCOMEINEQ in P90P50 as RT,INCOMEINEQ in PALMA as RT,INCOMEINEQ in S80S20 as RT,PUBLMPEXP in EMPINCENTIVE as PC_GDP,PUBLMPEXP in INCENTIVE as PC_GDP,PUBLMPEXP in JOBCREATION as PC_GDP,PUBLMPEXP in OOWORKINCOME as PC_GDP,PUBLMPEXP in PRERET as PC_GDP,PUBLMPEXP in PUBEMPSERV as PC_GDP,PUBLMPEXP in SUPPEMP as PC_GDP,PUBLMPEXP in TOT as PC_GDP,PUBLMPEXP in TRAINING as PC_GDP,PUBUNEMPEXP in TOT as PC_GDP,SOCBENHH in INCASH as PC_GDP,SOCBENHH in INKIND as PC_GDP,SOCEXP in PRIV as PC_GDP,SOCEXP in PUB as PC_GDP,SOCEXP in PUB as USD_CAP,SOCEXP in PUBNET as PC_GDP,SOCEXP in TOTNET as PC_GDP,TAXCORP in TOT as PC_GDP,TAXCORP in TOT as PC_TOT_TAX,TAXGOODSERV in TOT as PC_GDP,TAXGOODSERV in TOT as PC_TOT_TAX,TAXINCOME in TOT as PC_GDP,TAXINCOME in TOT as PC_TOT_TAX,TAXPAYROLL in TOT as PC_GDP,TAXPAYROLL in TOT as PC_TOT_TAX,TAXPROPERTY in TOT as PC_GDP,TAXPROPERTY in TOT as PC_TOT_TAX,TAXREV in TOT as MLN_USD,TAXREV in TOT as PC_GDP,TAXSS in TOT as PC_GDP,TAXSS in TOT as PC_TOT_TAX,TAXWEDGE in TOT as PC_LC,Region,wealthTax
Slovenia,1659,56406,41061,18.1,66.9,14.9,0,53.3,25,2015-09-29,2015,65283.4203,31640.32549,1.9,3.2,1.6,0.84,3.7,0.02,0,0.09,0.52,0,0.08,0,0.76,0.04,0.545,16.9405473501806,11.1937822450714,1.34,22.635,6364.462,19.302,20.55,1.461,4.023,14.545,40.039,5.087,14.003,0.051,0.14,0.619,1.705,15.662,36.328,14.425,39.707,42.572902,EU,0
Spain,37573,111643,52223,12.1,62.8,24.1,1,67.1,34.4,2015-09-29,2015,1621504.7716,34938.581464,2.5,5.3,2.1,1.36,6.5,0.06,0.1,0.1,1.95,0.02,0.15,0.08,2.57,0.11,2.025,15.7990515873384,11.1141528781819,1.095,24.656,7832.065,21.995,22.878,2.372,7.054,10.053,29.895,7.181,21.354,0,0,2.57,7.642,403.314,33.627,11.27,33.513,39.389283,EU,1
Sweden,7369,311353,57433,15.8,47.4,29.7,7.1,80.9,27.800000000000004,2015-09-29,2015,481299.8252,49116.236552,2,3.3,1.7,0.99,4.2,0.6,0.01,0,0.55,0,0.26,0.26,1.81,0.15,0.331,13.2072238374112,18.6055642690232,3.639,26.341,11664.078,22.024,24.533,2.948,6.847,12.118,28.14,12.517,29.066,4.62,10.729,1.044,2.424,214.65,43.064,9.636,22.375,42.612492,EU,0
Switzerland,6156,567122,107583,1.7,47.2,40.3,10.8,80.3,29.599999999999998,2015-09-29,2015,529567.772,63938.958241,1.9,3.6,1.8,1.09,4.5,0.07,0,0,0.65,0,0.11,0.23,1.23,0.18,0.809,10.2281225216877,5.92799869587456,11.534,15.885,8649.283,13.858,23.741,2.954,10.714,5.94,21.542,8.567,31.067,0,0,1.995,7.234,187.464,27.574,6.697,24.287,21.855035,EU,1
Turkey,53083,19301,4469,73.5,24.6,1.8,0.1,82.1,40.400000000000006,2015-09-29,2015,2012361.7805,25727.604649,2.3,5.7,2.5,1.91,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,8.33320216424203,9.04975107141991,0.204,11.572,2656.921,11.076,11.249,1.428,5.691,11.116,44.308,3.667,14.616,0,0,1.222,4.871,215.472,25.088,7.281,29.023,38.18596,EU,0
United Kingdom,48696,320368,126472,10,33.9,51.3,4.9,67.8,36,2015-09-29,2015,2768619.3899,42522.183841,2.1,4.2,2.1,1.52,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173,13.5958862661302,12.5094945161344,6.236,21.609,8292.259,19.89,24.492,2.426,7.545,10.606,32.982,8.908,27.7,0,0,4.038,12.558,931.485,32.157,6.017,18.71,30.814131,EU,0
United States,243349,352996,49787,28.1,32.9,32.6,6.4,85,39,2015-09-29,2015,18224780,56770.417349,2.7,6.1,2.3,1.75,8.3,0.01,0,0,0.18,0,0.02,0.03,0.28,0.03,0.198,14.559315179662,6.14379816930575,12.483,18.848,9734.397,20.707,30.028,2.117,8.098,4.335,16.579,10.565,40.406,0.01,0.037,2.942,11.251,4765.481,26.148,6.179,23.631,31.437078,Americas,0
Australia,16719,430777,225337,6.4,23.2,62.9,7.5,64,33.7,2014-09-29,2014,1118494.1579,47644.762792,2.2,4.3,2,1.34,5.7,0.01,0.01,0,0.68,0,0.17,0.06,0.93,0.01,0.673,8.02357009505719,11.2784000502277,5.659,18.266,8095.471,NA,NA,4.49,16.464,7.327,26.862,11.267,41.31,1.402,5.141,2.788,10.223,399.343,27.275,0,0,27.662194,Oceania,0
Austria,6778,225565,63741,27,31.4,38.2,3.4,77.9,27.400000000000002,2014-09-29,2014,417059.5187,48813.534409,1.9,3.4,1.7,0.97,4.1,0.04,0.01,0.05,1.3,0.09,0.17,0.02,2.18,0.49,1.001,19.1049079462351,12.3301949802379,2.193,27.735,11929.972,NA,NA,2.105,4.929,11.791,27.613,10.034,23.5,2.935,6.875,0.597,1.399,188.738,42.699,14.501,33.96,49.415725,EU,0
Belgium,8405,300850,172947,16.4,19.6,59.7,4.3,62.9,26.700000000000003,2014-09-29,2014,503619.6227,44929.933328,1.9,3.4,1.7,0.92,3.9,0.16,0,0.07,1.37,0.57,0.22,0.14,2.68,0.16,3.238,17.1852687062364,15.4625036569179,1.819,29.448,11915.579,NA,NA,3.146,6.98,10.786,23.932,12.966,28.768,0.002,0.004,3.563,7.906,239.246,45.07,14.27,31.661,55.592807,EU,1
Canada,27343,274543,98756,22.6,27.4,45.8,4.2,72.6,31.3,2014-09-29,2014,1621396.7088,45753.782936,2.2,4.2,1.9,1.16,5.2,0.01,0.01,0.01,0.56,0,0.1,0.01,0.78,0.07,0.562,8.96256349948719,NA,4.58,16.691,7047.439,NA,NA,3.347,10.704,7.193,23.006,11.355,36.317,0.648,2.074,3.674,11.749,564.62,31.266,4.68,14.969,31.582646,Americas,0
Chile,12561,46697,16536,39.2,54.5,5.9,0.4,78.9,NA,2014-09-29,2014,404667.2823,22687.933017,NA,NA,NA,NA,NA,0,0,0.04,0.31,0,0.03,0,0.42,0.04,0.055,3.9408112528637,NA,3.398,10.265,2113.738,NA,NA,4.17,21.259,10.853,55.336,1.423,7.254,0,0,0.827,4.217,51.075,19.613,1.42,7.24,7,Americas,0
Colombia,30771,27275,7855,55.6,40.4,3.9,0.2,76.8,52.6,2014-09-29,2014,625019.2015,13500.485992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76768999466511,4.7382170472524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Czech Republic,8446,46291,13724,40.2,53.2,6.2,0.4,77.4,25.7,2014-09-29,2014,342099.8366,32504.217576,1.7,3.1,1.8,0.9,3.6,0.08,0,0.05,0.22,0,0.12,0.1,0.59,0.01,0.557,12.8786317550534,10.5309276832965,0.813,20.219,5751.147,NA,NA,3.522,10.643,10.891,32.909,3.564,10.77,0,0,0.453,1.368,68.776,33.095,14.5,43.814,42.614247,EU,0
Denmark,4199,292984,46708,39.5,17,37.8,5.8,89.1,25.6,2014-09-29,2014,270330.6072,47905.477079,1.7,2.9,1.7,0.89,3.6,0.41,0,0,1.17,0.22,0.39,0.65,3.43,0.59,0,17.2438944536144,18.3340611029402,4.978,28.823,12705.572,NA,NA,2.792,5.753,14.518,29.915,26.247,54.083,0.314,0.648,1.798,3.705,171.121,48.531,0.072,0.148,35.632274,EU,0
Estonia,1053,40856,17583,37,55,7.8,0.2,68.2,34.599999999999994,2014-09-29,2014,38300.1631,29107.89112,2.3,5,2.2,1.37,6.2,0.01,0.01,0,0.38,0,0.1,0,0.58,0.07,0.297,10.4811749282625,10.4167546767059,0.103,16.439,4230.195,NA,NA,1.718,5.355,13.415,41.808,5.652,17.615,0,0,0.294,0.916,8.541,32.087,10.857,33.835,40.028984,EU,0
Finland,4205,196621,88130,29,24,44.5,2.5,71.5,25.7,2014-09-29,2014,228058.6361,41749.864733,1.8,3.1,1.7,0.89,3.7,0.16,0.01,0.12,1.81,0,0.15,0.11,2.88,0.51,2.205,19.4623411649275,15.8639322948134,1.535,30.191,11460.617,NA,NA,1.925,4.394,14.392,32.848,13.395,30.572,0,0,1.323,3.02,119.448,43.814,12.659,28.892,43.595602,EU,0
France,48234,317292,140638,21.5,22.4,51,5.1,69.7,29.299999999999997,2014-09-29,2014,2662032.8726,40144.059485,1.9,3.4,1.8,1.08,4.4,0.04,0.04,0.2,2.08,0,0.26,0.09,3,0.29,1.626,19.9586931594849,15.6916221075327,3.509,32.213,11808.913,NA,NA,2.31,5.083,10.932,24.052,8.49,18.679,1.591,3.501,4.014,8.832,1296.356,45.449,16.93,37.25,48.387327,EU,0
Germany,67074,211049,54090,27.9,32.7,36.5,2.9,77.1,28.9,2014-09-29,2014,3807114.5208,47011.280402,2,3.7,1.9,1.03,4.4,0.02,0.01,0.02,0.89,0.04,0.36,0.03,1.58,0.21,0.965,15.4233235295122,12.507933579966,3.438,24.707,10442.158,NA,NA,1.725,4.703,10.343,28.203,9.612,26.209,0,0,0.959,2.614,1429.922,36.675,13.873,37.828,49.314137,EU,0
Greece,9114,111405,53375,20.4,53.6,25,1,68.1,33.900000000000006,2014-09-29,2014,292335.7415,26838.582268,2.5,5,2,1.32,6.3,0.07,0.03,0.08,0.44,0.05,NA,0,NA,0.11,0.516,19.661755404162,8.85274357252898,1.137,25.173,5945.918,NA,NA,1.875,5.207,14.16,39.329,5.909,16.411,0,0,2.873,7.98,85.342,36.003,10.397,28.878,40.187901,EU,0
Hungary,7914,30895,15324,39.4,55.6,5,0.1,64.7,28.1,2014-09-29,2014,252630.7976,25604.988288,1.9,3.6,1.9,0.99,4.3,0.11,0.01,0.69,0.26,0,0.09,0,1.22,0.06,0.357,13.7385521618997,9.82695509859116,0.349,21.527,5004.275,NA,NA,1.641,4.317,16.658,43.831,5.233,13.769,0.554,1.457,1.281,3.37,53.235,38.006,12.354,32.505,49.027237,EU,0
Iceland,255,362982,164193,13.7,23.7,56.2,6.2,68.4,24.6,2014-09-29,2014,14966.3831,45712.837676,1.8,3,1.7,0.83,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,6.72472492707569,15.0798772648164,6.49,16.334,6733.695,NA,NA,3.222,8.628,11.57,30.986,13.049,34.947,0.337,0.903,2.394,6.41,6.635,37.34,3.541,9.484,33.927186,NA,0
Ireland,3508,209976,79346,20,36.5,40.9,2.6,71.6,29.799999999999997,2014-09-29,2014,237861.262,51125.923299,2,3.7,1.9,1.09,4.6,0.06,0,0.25,1.76,0.01,0.12,0.01,2.55,0.33,2.135,11.835438314448,10.8004867104751,3.033,20.404,9902.452,NA,NA,2.37,8.32,9.583,33.638,9.099,31.938,0.173,0.609,2.177,7.641,73.641,28.49,4.933,17.314,34.030829,EU,0
Israel,4988,169064,51346,23.3,45.4,29.3,1.9,77.3,36.5,2014-09-29,2014,281083.2701,34228.148891,2.8,5.9,2.1,1.53,7.4,0.04,0,0,0.56,0,0.02,0.03,0.72,0.06,0.328,5.38378412460764,11.9774851802088,2.44,15.497,4808.595,NA,NA,3.152,10.172,12.132,39.145,5.69,18.361,1.195,3.854,3.107,10.025,96.1,30.992,5.06,16.328,21.069465,NA,0
Italy,49163,255880,142296,20,20,56.7,3.2,66.1,32.6,2014-09-29,2014,2200256.4092,36194.916674,2.3,4.6,2,1.24,5.9,0.14,0.01,0,1.52,0.01,0.08,0.01,1.92,0.14,1.017,20.0933928210644,11.2990271140765,1.877,28.364,9320.271,NA,NA,2.181,5.018,11.773,27.08,11.231,25.835,0,0,2.889,6.646,935.491,43.474,12.929,29.741,47.780933,EU,0
Japan,104307,222150,112998,8.6,37.5,51.3,2.6,63.4,NA,2014-09-29,2014,4986566.2095,39183.465681,NA,NA,NA,NA,NA,0.06,0,0.02,0.19,0,0.07,0,0.34,0.01,0.185,12.7792891670364,12.1355541025461,3.234,21.911,8116.229,NA,NA,3.914,12.929,5.98,19.754,5.722,18.902,0,0,2.567,8.481,1482.193,30.273,12.012,39.68,31.960026,Asia,0
Korea,38541,95664,34541,23.4,58.4,17.3,0.9,74.1,30.2,2014-09-29,2014,1792600.2372,35324.260296,NA,NA,NA,NA,NA,0.04,0.02,0.22,0.3,0,0.03,0.02,0.66,0.04,0.28,5.0758596798973,7.85849045875277,2.735,9.666,3233.496,NA,NA,3.156,12.833,7.365,29.951,4.001,16.271,0.07,0.285,2.712,11.03,347.014,24.59,6.607,26.868,21.705239,Asia,0
Latvia,1783,20930,9033,53.1,44.1,2.8,0,67.9,34.9,2014-09-29,2014,47540.3378,23838.705169,2.4,5.1,2.1,1.41,6.4,0.02,0,0.03,0.36,0,0.05,0,0.55,0.09,0.487,10.2086884064603,7.92837117691536,0.067,15.378,3282.535,NA,NA,1.54,5.174,12.706,42.691,5.916,19.878,0.013,0.043,1.043,3.505,9.327,29.763,8.393,28.2,43.020093,EU,0
Lithuania,2534,22689,10068,49.6,47.3,3.1,0,67.1,38,2014-09-29,2014,82564.2828,28156.190133,2.4,5.4,2.2,1.66,7.3,0.12,0,0.03,0.19,0,0.06,0.01,0.43,0.02,0.192,10.8570961840954,9.28231511346331,0.261,15.566,3901.204,NA,NA,1.365,4.965,10.881,39.588,3.619,13.166,0,0,0.296,1.076,13.336,27.486,11.091,40.35,40.982305,EU,0
Luxembourg,393,340836,156267,16.3,22.5,55.5,5.7,70.2,28.7,2014-09-29,2014,56353.7548,100933.604548,NA,NA,NA,NA,NA,0.38,0,0.15,0.6,0.14,0.05,0,1.38,0.05,1.377,15.5256628535364,10.3233440227185,1.263,22.367,19496.676,NA,NA,4.295,11.431,10.887,28.975,8.688,23.122,0,0,2.921,7.773,24.838,37.572,10.706,28.495,38.635,EU,0
Mexico,74065,35234,10460,49,45.7,5.1,0.2,75.9,45.9,2014-09-29,2014,2171926.7708,18167.517949,2.6,7.2,2.8,2.54,10.4,0,0,0,0,0,0,0,0.01,0.01,NA,2.35463031485542,6.0646633297897,0.376,7.568,1234.088,NA,NA,2.526,18.432,5.037,36.761,2.943,21.477,0.37,2.703,0.315,2.296,179.947,13.702,2.165,15.803,19.529179,Americas,0
Netherlands,12948,210233,93116,22.1,29.5,45.7,2.7,72.6,30.3,2014-09-29,2014,830318.4298,49233.230349,1.9,3.3,1.8,1.14,4.5,0.04,0,0.03,1.95,0,0.28,0.4,2.77,0.07,1.582,11.5617368515099,17.3518375126571,13.376,18.098,8088,NA,NA,2.545,6.869,10.962,29.59,6.936,18.723,0,0,1.431,3.861,330.094,37.047,14.685,39.638,38.970531,EU,0
New Zealand,3254,204401,82610,24.7,29.4,43.3,2.7,71,34.9,2014-09-29,2014,168107.8149,37133.665007,2.1,4.3,2.1,1.43,5.8,0.01,0,0,0.4,0,0.17,0.04,0.72,0.1,0.4,9.9640542035855,11.9015227210794,0.71,19.617,6592.429,NA,NA,4.187,13.38,12.254,39.155,11.735,37.497,0,0,1.958,6.256,63.532,31.295,0,0,17.247182,Oceania,0
Norway,3751,358655,86953,20,33.1,40.1,6.8,77.8,25.7,2014-09-29,2014,338506.0445,65895.667611,1.9,3.1,1.6,0.88,3.9,0.09,0,0,0.38,0,0.13,0.17,0.88,0.11,0.373,13.7526450149547,14.8235775821172,2.357,22.828,13473.043,NA,NA,6.62,17.065,11.166,28.783,9.839,25.363,0,0,1.223,3.153,193.697,38.792,9.945,25.637,36.904145,EU,1
Poland,30282,27731,9136,52.7,43.6,3.5,0.2,74.9,29.7,2014-09-29,2014,973566.3249,25297.950445,2,3.9,1.9,1.07,4.7,0.13,0.06,0.01,0.17,0.14,0.08,0.18,0.79,0.01,0.2,14.3883215242701,9.85140342821271,0.413,20.345,4734.959,NA,NA,1.746,5.48,11.619,36.466,4.576,14.359,0.235,0.737,1.394,4.376,173.797,31.864,12.094,37.956,35.675176,EU,0
Portugal,8623,98428,41930,25,52.8,21.3,0.9,70.4,33.800000000000004,2014-09-29,2014,298951.673,28742.313125,2.2,4.7,2.1,1.34,5.9,0.13,0,0.04,1.29,0.26,0.04,0.01,2.13,0.35,1.294,17.9748434259053,9.67614958296382,2.027,25.069,6546.854,NA,NA,2.849,8.316,13.065,38.141,7.697,22.47,0,0,1.229,3.589,78.664,34.255,8.999,26.271,41.128617,EU,0
Slovak Republic,4312,28630,21802,18.8,78.5,2.7,0,44.7,24.7,2014-09-29,2014,157095.2597,28992.074628,1.9,3.1,1.7,0.81,3.7,0.09,0.01,0.01,0.21,0.14,0.04,0.05,0.55,0,0.35,13.9936269287961,8.80201253002786,1.013,18.09,4902.26,NA,NA,3.291,10.573,10.62,34.115,2.99,9.605,0,0,0.435,1.396,31.428,31.131,13.397,43.035,41.250392,EU,0
Slovenia,1656,71955,50329,18.1,56.2,25.5,0.1,53.8,25.1,2014-09-29,2014,63653.3924,30872.723265,2,3.3,1.7,0.85,3.7,0.08,0.03,0.1,0.63,0,0.09,0,1,0.06,0.608,17.3328888423357,11.1836566483806,1.353,23.062,6345.753,NA,NA,1.406,3.884,14.63,40.415,5.07,14.006,0.054,0.148,0.619,1.711,18.061,36.201,14.276,39.437,42.505138,EU,0
Spain,37332,134824,66752,17,51,30.8,1.2,67.1,34.300000000000004,2014-09-29,2014,1558306.9988,33544.352014,2.6,5.5,2.1,1.34,6.6,0.07,0.11,0.09,2.51,0.03,0.11,0.06,3.1,0.12,2.534,16.5390376279601,11.0619691946388,1.148,25.231,7741.438,NA,NA,2.078,6.186,9.775,29.1,7.557,22.497,0,0,2.509,7.468,462.561,33.593,11.511,34.266,40.716086,EU,1
Sweden,7324,332616,63376,13.1,46.9,33.6,6.4,79.4,27.400000000000002,2014-09-29,2014,457507.7578,47184.719403,1.9,3.3,1.7,0.97,4.1,0.65,0.01,0,0.61,0,0.26,0.28,1.94,0.14,0.388,13.6905715848867,18.687072434178,3.564,26.804,11476.309,NA,NA,2.692,6.329,12.074,28.382,12.166,28.599,4.502,10.582,1.064,2.501,244.39,42.54,9.862,23.182,42.46309,EU,0
Switzerland,6120,580686,106887,1.7,46.7,40.8,10.8,80.2,29.7,2014-09-29,2014,506895.0439,61902.16174,2,3.7,1.8,1.1,4.6,0.07,0,0,0.61,0,0.11,0.22,1.17,0.17,0.768,10.1494348297866,5.85492472152651,11.227,15.502,8433.546,NA,NA,2.773,10.314,5.988,22.276,8.318,30.945,0,0,1.921,7.147,190.869,26.882,6.624,24.642,21.868976,EU,1
Turkey,52153,20347,3999,75.3,22.8,1.8,0.2,84.3,39.800000000000004,2014-09-29,2014,1851026.0012,23982.612542,2.4,5.9,2.5,1.84,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,8.31595144506095,9.41954316971931,0.203,11.696,2558.455,NA,NA,1.58,6.428,10.841,44.102,3.615,14.705,0,0,1.197,4.87,229.588,24.582,7.014,28.533,38.086217,EU,0
United Kingdom,48381,292621,130590,16.4,26.1,53.3,4.2,68.2,35.6,2014-09-29,2014,2665876.3074,41269.351632,2,4.2,2.1,1.49,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,13.7139063913158,12.7045957923999,6.22,21.858,8269.325,NA,NA,2.471,7.763,10.546,33.139,8.681,27.279,0,0,4.049,12.724,966.314,31.823,5.917,18.592,30.956356,EU,0
United States,240648,347845,53352,28.6,31.9,33.5,5.9,84.6,39.4,2014-09-29,2014,17527258,54993.169489,2.7,6.4,2.3,1.79,8.7,0,0,0,0.18,0,0.02,0.03,0.28,0.03,0.266,14.3669721698625,6.18327179299808,12.263,18.783,9505.746,NA,NA,2.261,8.719,4.42,17.049,10.124,39.047,0.009,0.036,2.968,11.448,4544.361,25.927,6.145,23.701,31.641234,Americas,0
Australia,16617,402578,219505,6.9,23.7,62.6,6.8,63.6,NA,2013-09-29,2013,1104626.1349,47761.21406,NA,NA,NA,NA,NA,0.01,0.01,0,0.63,0,0.15,0.06,0.87,0.01,0.643,7.93935678404534,10.9301670910149,5.082,17.636,7744.208,17.387,21.86,4.761,17.561,7.763,28.637,10.633,39.224,1.389,5.125,2.563,9.453,418.12,27.109,0,0,27.415207,Oceania,0
Austria,6761,203931,57450,28.2,31.8,37,3,77.8,28.000000000000004,2013-09-29,2013,406370.2445,47936.677963,1.9,3.4,1.8,0.99,4.2,0.04,0.01,0.05,1.24,0.16,0.17,0.02,2.15,0.47,0.984,19.0424784400121,12.3226283087103,2.211,27.513,11829.48,22.45,24.171,2.15,5.042,11.847,27.786,9.717,22.791,2.93,6.871,0.723,1.695,183.326,42.635,14.462,33.922,49.183759,EU,0
Belgium,8387,255573,148141,17.4,22.1,57.3,3.2,62.6,26.5,2013-09-29,2013,487343.7965,43672.712292,2,3.4,1.7,0.9,3.9,0.15,0,0.07,1.45,0.64,0.2,0.14,2.8,0.16,3.237,17.3733710038689,15.51326104663,1.874,29.213,11727.567,25.395,26.945,3.114,6.904,10.917,24.202,12.864,28.52,0.002,0.004,3.519,7.801,234.925,45.106,14.364,31.844,55.65689,EU,1
Canada,27173,251034,90252,30,21.5,44.9,3.7,72.7,32,2013-09-29,2013,1554122.7451,44298.514462,2.3,4.4,2,1.2,5.5,0,0.01,0.01,0.56,0,0.1,0.01,0.8,0.08,0.563,9.21441852714185,NA,4.679,16.784,6993.497,16.42,20.124,3.278,10.53,7.17,23.032,11.253,36.145,0.656,2.108,3.704,11.896,574.887,31.132,4.752,15.264,31.007601,Americas,0
Chile,12461,49032,11742,45,48,6.6,0.4,81.4,46.5,2013-09-29,2013,394291.9363,22352.530726,2.5,7.4,2.9,2.62,10.6,0,0,0.03,0.26,0,0.03,0,0.36,0.03,0.052,3.92437301086399,NA,3.341,9.996,2045.216,9.711,12.385,4.382,22.063,10.72,53.977,1.425,7.173,0,0,0.822,4.141,55.285,19.86,1.428,7.191,7,Americas,0
Colombia,30464,26222,6228,60.2,35.8,3.9,0.2,79.7,55.2,2013-09-29,2013,591783.6926,12928.300649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Czech Republic,8437,44975,15541,40,53.2,6.4,0.3,74,25.900000000000002,2013-09-29,2013,324029.9783,30828.526409,1.7,3,1.8,0.91,3.7,0.04,0,0.04,0.24,0,0.1,0.09,0.54,0.02,0.629,13.2927034001866,10.6830484552947,0.754,20.902,5796.153,19.317,19.972,3.427,10.056,11.673,34.255,3.656,10.729,0,0,0.469,1.376,71.397,34.078,14.716,43.183,42.441222,EU,0
Denmark,4190,255066,57675,39.5,17,37.8,5.7,107.7,25.4,2013-09-29,2013,262368.1203,46742.939663,1.7,2.9,1.6,0.88,3.6,0.39,0,0,1.38,0.24,0.38,0.56,3.56,0.6,0,17.4121365430522,18.3082968691226,4.636,28.776,12549.304,22.394,25.272,2.754,6.001,14.787,32.225,25.001,54.482,0.312,0.68,1.782,3.884,157.623,45.888,0.082,0.18,35.79447,EU,0
Estonia,1055,33701,15724,40,53.3,6.6,0.1,65.7,35.6,2013-09-29,2013,36432.8447,27596.458609,2.3,5.2,2.2,1.45,6.5,0.02,0.01,0,0.44,0,0.1,0,0.67,0.1,0.328,10.5567097959899,10.3933127549033,0.106,15.799,3938.029,13.427,13.5,1.725,5.454,13.034,41.207,5.443,17.21,0,0,0.302,0.956,7.949,31.63,10.973,34.693,39.915588,EU,0
Finland,4195,171821,95095,29,22.3,47.2,1.6,66.4,26.200000000000003,2013-09-29,2013,225679.9833,41492.918416,1.8,3.2,1.7,0.91,3.8,0.16,0.01,0.1,1.6,0.01,0.14,0.1,2.62,0.48,1.937,18.8145124583376,15.9308147473828,1.511,29.422,11288.088,23.246,24.402,2.36,5.411,14.473,33.184,12.786,29.314,0,0,1.278,2.93,117.733,43.616,12.606,28.901,43.109455,EU,0
France,48124,295933,141850,21.7,22.9,50.8,4.6,69,29.099999999999998,2013-09-29,2013,2608523.5042,39528.473644,1.9,3.5,1.9,1.07,4.3,0.03,0.04,0.15,2.05,0,0.26,0.09,2.91,0.29,1.628,19.862515816963,15.5703624003337,3.495,31.876,11634.895,28.325,31.622,2.639,5.818,10.859,23.936,8.433,18.588,1.576,3.475,3.951,8.71,1275.078,45.367,16.749,36.918,48.814028,EU,0
Germany,67068,192232,49370,29,33.3,35.1,2.6,77.1,29.2,2013-09-29,2013,3628559.3365,44993.667838,1.9,3.6,1.9,1.06,4.4,0.02,0.01,0.02,0.95,0.05,0.35,0.03,1.64,0.22,1.026,15.61260604336,12.4390417415121,3.517,24.691,10280.446,23.052,24.7,1.76,4.787,10.479,28.499,9.57,26.027,0,0,0.924,2.512,1379.552,36.77,13.88,37.749,49.264716,EU,0
Greece,9105,102971,53937,20.4,53.7,25.1,0.8,65.9,34.2,2013-09-29,2013,286168.6393,26097.797516,2.5,5.1,2.1,1.34,6.3,0.05,0.03,0,0.6,0.05,NA,0,NA,0.11,0.692,18.989863241087,9.53921510038047,1.222,25.089,5843.599,21.207,22.294,1.146,3.208,14.028,39.256,5.967,16.698,0,0,3.154,8.826,85.701,35.736,10.713,29.979,41.086354,EU,0
Hungary,7915,28379,14068,40,55,4.9,0,64,28.599999999999998,2013-09-29,2013,242362.4945,24498.179083,1.9,3.5,1.9,1.03,4.3,0.16,0.01,0.56,0.34,0,0.08,0,1.21,0.06,0.468,14.7017990264681,9.77940581493227,0.389,22.256,4950.47,19.678,19.509,1.376,3.625,16.69,43.973,5.324,14.027,0.558,1.47,1.285,3.387,51.349,37.955,12.383,32.626,49.027237,EU,0
Iceland,253,211592,104733,20,30,47.3,2.7,67.3,24,2013-09-29,2013,14296.6257,44152.642793,1.7,2.9,1.7,0.82,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,6.8222155529857,14.8141420276955,6.227,16.206,6609.791,14.211,18.642,2.066,5.987,11.568,33.516,13.202,38.25,0.334,0.966,2.373,6.876,5.535,34.515,3.568,10.338,34.119549,NA,0
Ireland,3488,183804,75573,20.9,36.5,40.4,2.2,70.9,31.2,2013-09-29,2013,221468.225,47936.388703,2,3.9,2,1.17,4.9,0.07,0,0.26,2.12,0.02,0.16,0.01,3,0.37,2.531,13.1480922386476,11.4337701106505,3.336,22.187,9968.11,20.585,23.176,2.379,8.414,9.502,33.613,9.019,31.906,0.175,0.619,2.021,7.151,67.422,28.269,5.02,17.758,33.859867,EU,0
Israel,4947,137351,38164,30,44.8,23.7,1.5,78.7,36,2013-09-29,2013,275197.3737,34160.441868,2.7,5.9,2.1,1.49,7.6,0.05,0,0,0.57,0,0.02,0.03,0.73,0.07,0.33,5.51365910991763,11.9796215355165,2.391,15.471,4729.147,14.25,16.276,3.464,11.262,11.832,38.463,5.409,17.585,1.208,3.928,3.09,10.045,90.145,30.761,5.046,16.402,20.35099,NA,0
